Yiddish	Gloss
אױספּלומפּנדיק	PRES.PTCP
פּלומפּלעך	NOUN.DIM.PL
פּלומפּנדיק	V.PRES.PTCP
פּלומפּערעלעך	NOUN.DIM.PL
פּלומפּערל	NOUN.DIM.SG
פּלומפּערלעך	NOUN.DIM.PL
פּלומפּערעלע	NOUN.DIM.SG
פּלונטשנדיק	V.PRES.PTCP
אַראָפּצופּלונטשן	V.INF
געפּלונטשט	PART
פּלונטשסט	V.2.SG
אַראָפּפּלונטשנדיק	PRES.PTCP
אַראָפּגעפּלונטשט	UNK1
אַראָפּפּלונטשן	V.INF
פּלונטשסטו	V.2.SG
פּלוראַליזמען	NOUN.PL
פּלוראַליזם	NOUN.MASC
פּלוס	NOUN.MASC?
פּלוסן	NOUN.PL
פּלוסטערן	NOUN.MASC?
פּלוטן	NOUN.PL
פּלוט	NOUN.MASC
פּלוטעסטו	V.2.SG
געפּלוטעט	PART
פּלוטענדיק	V.PRES.PTCP
פּלוטעסט	V.2.SG
פּלוטעװעסטו	V.2.SG
געפּלוטעװעט	PART
פּלוטעװענדיק	V.PRES.PTCP
פּלוטעװעסט	V.2.SG
פּלוטאָניום	NOUN.MASC
פּלוצעמדיק	ADJ
פּלוצעם	ADV
פּלוצערנדיקע	NOUN.PL
פּלוצקעדרינען	ADV
פּלוצלינג	ADV
פּלוצלינגדיק	ADJ
פּלוצלונג	ADV
פּלוצלונגדיק	ADJ
פּליאַמע	NOUN.FEM
פּליאַמעס	NOUN.FEM.PL
פּליעטשעסטו	V.2.SG
געפּליעטשעט	PART
פּליעטשעסט	V.2.SG
פּליעטשענדיק	V.PRES.PTCP
פּליאָטקעס	?.PL
געפּליאָטקעװעט	PART
פּליאָטקעװעסט	V.2.SG
פּליאָטקעװעסטו	V.2.SG
פּליאָטקעװענדיק	V.PRES.PTCP
פּליוכן	NOUN.PL
פּליוך	NOUN.MASC
געפּליוכעט	PART
פּליוכעסטו	V.2.SG
פּליוכענדיק	V.PRES.PTCP
פּליוכעסט	V.2.SG
פּליוש	NOUN.MASC
פּליושן	ADJ
פּליושקן	NOUN.PL
פּליושק	NOUN
פּליושקעסט	V.2.SG
פּליושקענדיק	V.PRES.PTCP
געפּליושקעט	PART
פּליושקעסטו	V.2.SG
פּליושטש	NOUN.MASC
פּליוסק	NOUN
פּליוסקן	NOUN.PL
פּליוסקענדיק	V.PRES.PTCP
פּליוסקעסט	V.2.SG
געפּליוסקעט	PART
פּליוסקעסטו	V.2.SG
פּני	NOUN.PL
פּניאַקעס	NOUN.PL
פּניאַק	NOUN.MASC
פּאָדאַגראַ	NOUN.MASC?
פּאָדאַנעס	?.PL
פּאָדאַנסטװע	NOUN.FEM
פּאָדאַניע	NOUN.FEM
פּאָדאַניעס	NOUN.FEM.PL
פּאָדעליקעס	NOUN.PL
פּאָדעליק	NOUN.MASC
פּאָדעשקעס	NOUN.PL
פּאָדעשװעס	NOUN.FEM.PL
פּאָדעשװע	NOUN.FEM
געפּאָדקעװעט	PART
פּאָדקעװע	NOUN.FEM
פּאָדקעװענדיק	V.PRES.PTCP
פּאָדקעװעסט	V.2.SG
פּאָדקעװעס	NOUN.FEM.PL
פּאָדקעװעסטו	V.2.SG
פּאָדקאָװע	NOUN.FEM
פּאָדקאָװעס	NOUN.FEM.PL
פּאָדליקע	NOUN.FEM
פּאָדליקעס	NOUN.FEM.PL
פּאָדלאָגע	NOUN.FEM
פּאָדלאָגעס	NOUN.FEM.PL
פּאָדלאָסט	NOUN.FEM
פּאָדלאָסטן	NOUN.PL
פּאָדליעץ	NOUN.MASC
פּאָדאָבנע	ADJ
פּדהצורס	N
פּדהצורן	N.DAT
פּיצעלע	NOUN.DIM.SG
פּיצל	NOUN.DIM.SG
פּיצעלעך	NOUN.DIM.PL
פּיצלעך	NOUN.DIM.PL
פּאָדפּיטשניקעס	NOUN.PL
פּאָדפּיטשניק	NOUN.MASC
פּאָדראַדן	NOUN.PL
פּאָדראַד	NOUN.MASC?
פּאָדראַטשיק	NOUN.MASC
פּאָדראַטשיקעס	NOUN.PL
פּאָעם	NOUN.FEM
פּאָעמען	NOUN.PL
פּאָעמע	NOUN.FEM
פּאָעמעס	NOUN.FEM.PL
פּאָעמעלע	NOUN.DIM.SG
פּאָעמעלעך	NOUN.DIM.PL
פּאָעטן	NOUN.PL
פּאָעטיש	ADJ
פּאָעט	NOUN.MASC
פּאָעטעסע	NOUN.FEM
פּאָעטעסעס	NOUN.FEM.PL
פּאָעטיק	NOUN.FEM
פּאָעזיע	NOUN.FEM
פּאָעזיעס	NOUN.FEM.PL
פּאָפֿנדיק	V.PRES.PTCP
געפּאָפֿט	PART
פּאָפֿסטו	V.2.SG
געפּאָפֿן	PART
פּאָפֿסט	V.2.SG
פּאָגראָמען	NOUN.PL
פּאָגראָם	NOUN.MASC
פּאָגראָמירסטו	V.2.SG
פּאָגראָמירנדיק	V.PRES.PTCP
פּאָגראָמירסט	V.2.SG
פּאָגראָמשטשיקעס	NOUN.PL
פּאָהיבעל	NOUN.MASC
פּאָק	NOUN.FEM
פּאָקסטו	V.2.SG
פּאָקסט	V.2.SG
געפּאָקט	PART
פּאָקנדיק	V.PRES.PTCP
פּqידים	NOUN.PL
פּqיד	NOUN.MASC
פּאָקער	NOUN.MASC?
פּאָכירן	NOUN.PL
פּאָכיר	NOUN.MASC
פּאָכאָזשע	ADJ
פּאָקױעס	NOUN.FEM.PL
פּאָקױע	NOUN.FEM
פּאָקױאָװעס	?.PL
פּאָקרישקעס	NOUN.FEM.PL
פּאָקרישקע	NOUN.FEM
פּאָקשיװעס	NOUN.FEM.PL
פּאָקשיװע	NOUN.FEM
פּאָל	NOUN.MASC
פּאָלן	NOUN.PL
פּאָלאַדיום	NOUN.MASC
אױספּאָלען	V.INF
פּאָלע	NOUN.MASC
אױסגעפּאָלעט	UNK1
אױספּאָלענדיק	PRES.PTCP
געפּאָלעט	PART
פּאָלעסט	V.2.SG
פּאָלעסטו	V.2.SG
פּאָלעס	NOUN.MASC.PL
פּאָלענדיק	V.PRES.PTCP
אױסצופּאָלען	V.INF
פּאָלעמיקעס	NOUN.PL
פּאָלעמיק	NOUN.FEM
פּאָלעמיקערס	NOUN.MASC.PL
פּאָלעמיקער	NOUN.MASC
פּאָלעמיזירסט	V.2.SG
פּאָלעמיזירסטו	V.2.SG
פּאָלעמיזירנדיק	V.PRES.PTCP
פּליט	NOUN.MASC
פּליטים	NOUN.PL
פּאָלעװעסטו	V.2.SG
אױספּאָלעװענדיק	PRES.PTCP
פּאָלעװענדיק	V.PRES.PTCP
פּאָלעװעסט	V.2.SG
אױסגעפּאָלעװעט	UNK1
אױספּאָלעװען	V.INF
געפּאָלעװעט	PART
אױסצופּאָלעװען	V.INF
פּאָליגאַמיע	NOUN.FEM
פּאָליגאַמיעס	NOUN.FEM.PL
פּאָליגלאָטיש	ADJ
פּאָליגאָנען	NOUN.PL
פּאָליגאָן	NOUN.MASC
פּאָליקליניקן	NOUN.PL
פּאָליקליניק	NOUN.FEM
פּאָלירנדיק	V.PRES.PTCP
אָפּפּאָלירן	V.INF
אָפּפּאָלירט	UNK1
פּאָליר	NOUN.MASC
אָפּצופּאָלירן	V.INF
אָפּפּאָלירנדיק	PRES.PTCP
פּאָלירסטו	V.2.SG
פּאָלירסט	V.2.SG
פּאָליש	NOUN.MASC/NEUT
פּאָליטיקערס	?.PL
פּאָליטיזירנדיק	V.PRES.PTCP
פּאָליטיזירסטו	V.2.SG
פּאָליטיזירסט	V.2.SG
פּאָליצעס	NOUN.FEM.PL
פּאָליצע	NOUN.FEM
פּאָליצײ	NOUN.FEM
פּאָליצײיִש	ADJ
פּאָליצײ־דיסטריקט	NOUN.MASC?
פּאָליצײ־דיסטריקטן	NOUN.PL
פּאָליציסטן	NOUN.PL
פּאָליציסט	NOUN.MASC
פּאָליצמײַסטערס	NOUN.MASC.PL
פּאָליצמײַסטער	NOUN.MASC
פּאָליציאַנטן	NOUN.PL
פּאָליציאַנט	NOUN.MASC
פּאָליציעס	NOUN.FEM.PL
פּאָליציע	NOUN.FEM
פּאָליטור	NOUN.FEM
פּאָליטורן	NOUN.PL
אױסצופּאָלקן	V.INF
אױספּאָלקן	V.INF
פּאָלקסט	V.2.SG
געפּאָלקט	PART
אױסגעפּאָלקט	UNK1
פּאָלקנדיק	V.PRES.PTCP
פּאָלקסטו	V.2.SG
אױספּאָלקנדיק	PRES.PTCP
פּאָלקאָװניקעס	NOUN.PL
פּאָלקאָװניק	NOUN.MASC
פּאָלקאָװאָי	ADJ
פּאָלאָ	NOUN.MASC?
פּאָלאָניק	NOUN.MASC
פּאָלאָניקעס	NOUN.PL
פּאָלאָנקעס	NOUN.FEM.PL
פּאָלאָנקע	NOUN.FEM
פּאָלאָניום	NOUN.MASC
פּאָלאָװעס	NOUN.FEM.PL
פּאָלאָװע	NOUN.FEM
פּאָלאָזשעניעס	NOUN.FEM.PL
פּאָלאָזשעניע	NOUN.FEM
פּאָלומעסקעס	NOUN.PL
פּאָלומעסיק	NOUN.MASC
פּאָלוסן	NOUN.PL
פּאָלוסטאַנעק	NOUN.MASC
פּאָלוסטאַנעקעס	NOUN.PL
פּאָליאַק	NOUN.MASC
פּאָליאַקן	NOUN.PL
פּאָליאַנעס	NOUN.FEM.PL
פּאָליאַנע	NOUN.FEM
פּאָליאַנקעס	NOUN.FEM.PL
פּאָליאַנקע	NOUN.FEM
פּאָליאַטשקע	NOUN
פּאָליאַטשקעס	NOUN.PL
פּאָליאָ	NOUN.MASC
פּאָליאָסקענדיק	V.PRES.PTCP
פּאָליאָסקעסט	V.2.SG
געפּאָליאָסקעט	PART
פּאָליאָסקעסטו	V.2.SG
פּאָליובעסט	V.2.SG
פּאָליובעסטו	V.2.SG
פּאָליובענדיק	V.PRES.PTCP
פּאָמאַדע	NOUN.FEM
פּאָמאַדעס	NOUN.FEM.PL
פּאָמעניצעס	NOUN.FEM.PL
פּאָמעניצע	NOUN.FEM
פּאָמעראַנצן	NOUN.PL
פּאָמעראַנץ	NOUN.MASC
פּאָמעשאַפֿן	NOUN.PL
פּאָמעשאַף	NOUN.MASC
פּאָמעשטשיק	NOUN
פּאָמעשטשיקעס	NOUN.PL
פּאָמעטש	NOUN.MASC
פּאָמידאָרן	NOUN.PL
פּאָמידאָרעלעך	NOUN.DIM.PL
פּאָמידאָר	NOUN.MASC
פּאָמידאָרל	NOUN.DIM.SG
פּאָמידאָרעלע	NOUN.DIM.SG
פּאָמידאָרלעך	NOUN.DIM.PL
פּאָמעלעך	NOUN.PL
פּאָמל	NOUN.NEUT
פּאָמױניצעס	NOUN.FEM.PL
פּאָמױניצע	NOUN.FEM
פּעמפּעלע	NOUN.DIM.SG
פּימפּעלע	NOUN.DIM.SG
פּימפּל	NOUN.DIM.SG
פּימפּלעך	NOUN.DIM.PL
פּעמפּלעך	NOUN.DIM.PL
פּאָמפּן	NOUN.PL
פּאָמפּ	NOUN.MASC?
פּימפּעלעך	NOUN.DIM.PL
פּעמפּל	NOUN.DIM.SG
פּעמפּעלעך	NOUN.DIM.PL
פּאָמפּעסט	V.2.SG
פּאָמפּעסטו	V.2.SG
פּאָמפּענדיק	V.PRES.PTCP
געפּאָמפּעט	PART
פּאָמפּעדיקל	NOUN.MASC
פּאָמפּעדיקלען	NOUN.PL
פּאָמפּעװעסט	V.2.SG
פּאָמפּעװענדיק	V.PRES.PTCP
פּאָמפּעװעסטו	V.2.SG
געפּאָמפּעװעט	PART
פּאָמוניצעס	NOUN.FEM.PL
פּאָמוניצע	NOUN.FEM
פּאָמװעס	NOUN.FEM.PL
פּאָמװע	NOUN.FEM
פּאָמיעשטשיק	NOUN.MASC
פּאָמיעשטשיקעס	NOUN.PL
פּענעמעלעך	NOUN.DIM.PL
פּנימער	NOUN.PL
פּענעמל	NOUN.DIM.SG
פּענעמלעך	NOUN.DIM.PL
פּענעמעלע	NOUN.DIM.SG
פּנים־חדשות	NOUN.NEUT
פּאָניס	NOUN.MASC.PL
פּאָני	NOUN.MASC
פּאָנץ	NOUN.MASC
פּאָנצן	NOUN.PL
פּאָנטשקע	NOUN.FEM
פּאָנטשקעס	NOUN.FEM.PL
פּאָפּ	NOUN.MASC
פּאָפּן	NOUN.PL
פּאָפּאַס	NOUN.MASC?
פּאָפּעטשיטעליעס	NOUN.PL
פּאָפּקע	NOUN.FEM
פּאָפּקעס	NOUN.FEM.PL
פּאָפּלעקציע	NOUN.FEM
פּאָפּלעקציעס	NOUN.FEM.PL
פּאָפּוגײַען	NOUN.PL
פּאָפּוגײַ	NOUN.MASC
פּאָפּולאַריטעט	NOUN.FEM
פּאָפּולאַריטעטן	NOUN.PL
פּאָפּולאַזיטאָרן	NOUN.PL
פּאָפּולאַזיטאָר	NOUN.MASC
פּאָפּולער	ADJ.SG.PRED
פּאָפּולערקײט	NOUN
פּאָפּולערקײטן	NOUN.PL
פּאָפּורי	NOUN.MASC?
פּאָרלעך	NOUN.DIM.PL
פּאָר	NOUN.FEM
פּאָרעלעך	NOUN.DIM.PL
צונױפֿפּאָרן	V.INF
פּאָרסט	V.2.SG
פּאָרעלע	NOUN.DIM.SG
צונױפֿפּאָרנדיק	PRES.PTCP
צונױפֿגעפּאָרט	UNK1
געפּאָרט	PART
פּאָרנדיק	V.PRES.PTCP
צונױפֿצופּאָרן	V.INF
פּאָרל	NOUN.DIM.SG
פּאָרסטו	V.2.SG
פּאָראַדקעס	?.PL
אַרומצופּאָרען	V.INF
אַרומגעפּאָרעט	UNK1
פּאָרענדיק	V.PRES.PTCP
געפּאָרעט	PART
פּאָרעסט	V.2.SG
אַרומפּאָרען	V.INF
פּאָרעסטו	V.2.SG
אַרומפּאָרענדיק	PRES.PTCP
פּאָרע־ציבעלע	NOUN.FEM
פּאָרע־ציבעלעס	NOUN.FEM.PL
פּרושים	NOUN.PL
פּריצים	NOUN.PL
פּריץ	NOUN.MASC
פּאָרפֿאָלקלעך	NOUN.DIM.PL
פּאָרפֿאָלקעלע	NOUN.DIM.SG
פּאָרפֿאָלקעלעך	NOUN.DIM.PL
פּאָרפֿעלקער	NOUN.PL
פּאָרפֿאָלקל	NOUN.DIM.SG
פּאָרפֿאָלק	NOUN.NEUT
פּאָרקעסט	V.2.SG
געפּאָרקעט	PART
פּאָרקעסטו	V.2.SG
פּאָרקענדיק	V.PRES.PTCP
פּאָרך	NOUN.MASC?
פּאָרנאָגראַפֿיעס	NOUN.FEM.PL
פּאָרנאָגראַפֿיע	NOUN.FEM
פּאָראָך	NOUN.MASC?
פּאָרפּלסטו	V.2.SG
פּאָרפּלענדיק	V.PRES.PTCP
געפּאָרפּלט	PART
פּאָרפּלסט	V.2.SG
געפּאָרשקעט	PART
פּאָרשקעסטו	V.2.SG
פּאָרשקענדיק	V.PRES.PTCP
פּאָרשקעסט	V.2.SG
געפּאָרסקעט	PART
פּאָרסקעסט	V.2.SG
פּאָרסקענדיק	V.PRES.PTCP
פּאָרסקעסטו	V.2.SG
פּאָרטאַלן	NOUN.PL
פּאָרטאַל	NOUN.MASC?
פּאָרטאַטיװקײט	NOUN.FEM
פּאָרטאַטיװקײטן	NOUN.PL
פּאָרטפֿעלן	NOUN.PL
פּאָרטפֿעל	NOUN.MASC
פּאָרטאָ	NOUN.MASC
פּאָרטאָבעלאָ	ADJ
פּאָרטרעט	NOUN.MASC
פּאָרטרעטן	NOUN.PL
פּאָרצעלאַן	NOUN.NEUT
פּאָרצעלײַ	NOUN.NEUT
פּאָרטשטאָט	NOUN.FEM
פּאָרטשטעט	NOUN.PL
פּאָרציעס	NOUN.FEM.PL
פּאָרציע	NOUN.FEM
פּאָרטטאַבאַקן	NOUN.PL
פּאָרטטאַבאַק	NOUN.MASC
פּאָרטוגאַליש	ADJ
פּאָרטיעען	NOUN.PL
פּאָרטיע	NOUN.MASC
פּאָרטיערן	NOUN.PL
פּאָרטיער	NOUN.MASC?
פּאָרװײַז	ADV
פּסוקים	NOUN.PL
פּאָסעקװײַז	ADV
פּאָסעסאָרס	NOUN.MASC.PL
פּאָסעסאָר	NOUN.MASC
פּאָסעסיעס	NOUN.FEM.PL
פּאָסעסיע	NOUN.FEM
פּושע	NOUN.MASC
פּושײם	NOUN.PL
פּשוט	ADJ.SG.PRED
פּאָשלינע	NOUN.FEM
פּאָשלינעס	NOUN.FEM.PL
פּאָשליאַד	NOUN.MASC?
פּאָסילקעלעך	NOUN.DIM.PL
פּאָסילקעלע	NOUN.DIM.SG
פּאָסילקעס	?.PL
פּאָסמאַקעװענדיק	V.PRES.PTCP
געפּאָסמאַקעװעט	PART
פּאָסמאַקעװעסט	V.2.SG
פּאָסמאַקעװעסטו	V.2.SG
פּאָספּישנעס	NOUN.FEM.PL
פּאָספּישנע	NOUN.FEM
פּאָסט	NOUN.FEM/NEUT
פּאָסטאַלעס	NOUN.FEM.PL
פּאָסטאַלע	NOUN.FEM
פּאָסטאַמט	NOUN.MASC
פּאָסטאַמטן	NOUN.PL
פּאָסטאַװעס	NOUN.FEM.PL
פּאָסטאַװע	NOUN.FEM
פּאָסטעלעס	NOUN.FEM.PL
פּאָסטעלע	NOUN.FEM
פּאָסטעמקע	NOUN.FEM
פּאָסטעמקעס	NOUN.FEM.PL
פּאָסטגעלט	NOUN.NEUT
פּאָסטקאַרטלעך	NOUN.PL
פּאָסטקאַרטל	NOUN.NEUT
פּאָסטקעסטל	NOUN.NEUT
פּאָסטקעסטלעך	NOUN.PL
פּאָסטקאָדן	NOUN.PL
פּאָסטקאָד	NOUN.MASC
פּאָסטמאַרקעס	NOUN.FEM.PL
פּאָסטמאַרקע	NOUN.FEM
פּאָסטמײַסטער	NOUN.MASC
פּאָסטמײַסטערס	NOUN.MASC.PL
פּאָסטנס	NOUN.MASC.PL
פּאָסטן	NOUN.MASC
פּאָסטנרעכט	NOUN.NEUT
פּאָסטאָראָנקע	NOUN.FEM
פּאָסטאָראָנקעס	NOUN.FEM.PL
פּאָסטשטעמפּלען	NOUN.PL
פּאָסטשטעמפּל	NOUN.MASC
פּאָסטולאַטן	NOUN.PL
פּאָסטולאַט	NOUN.FEM?
פּאָסטולירסטו	V.2.SG
פּאָסטולירנדיק	V.PRES.PTCP
פּאָסטולירסט	V.2.SG
פּאָסטװאַגאָן	NOUN.MASC
פּאָסטװאַגאָנען	NOUN.PL
געפּאָטאַקעװעט	PART
פּאָטאַקעװעסט	V.2.SG
פּאָטאַקעװענדיק	V.PRES.PTCP
פּאָטאַקעװעסטו	V.2.SG
פּאָטאַקעװערס	NOUN.PL
פּאָטאַקעװער	NOUN.MASC
פּאָטאַש	NOUN.MASC
פּאָטעפֿאַלנאָסט	NOUN.NEUT
פּאָטענץ	NOUN.FEM?
פּאָטענציאַל	NOUN.MASC
פּאָטענציאַלן	NOUN.PL
פּותּיקא	NOUN.FEM?
פּאָטיליצע	NOUN.FEM
פּאָטיליטשניקעס	NOUN.PL
פּאָטיליטשניק	NOUN
פּאָטקעװענדיק	V.PRES.PTCP
פּאָטקעװעסט	V.2.SG
פּאָטקעװעס	NOUN.FEM.PL
געפּאָטקעװעט	PART
פּאָטקעװע	NOUN.FEM
פּאָטקעװעסטו	V.2.SG
פּאָטראַװע	NOUN.FEM
פּאָטראַװעס	NOUN.FEM.PL
פּאָטרעכעס	NOUN.PL
פּאָץ	NOUN.MASC
פּעץ	NOUN.PL
פּאָטש	NOUN.FEM
פּאָטשן	NOUN.PL
פּאָטשעראַנע	NOUN.FEM?
פּאָטשעװקע	NOUN.FEM
פּאָטשעװקעס	NOUN.FEM.PL
פּאָטשאָנטעק	NOUN.MASC
פּאָטשאָנטקעס	NOUN.PL
פּאָטשטן	NOUN.PL
פּאָטשט	NOUN.FEM
פּאָטשטאַליאָנען	NOUN.PL
פּאָטשטאַליאָן	NOUN.MASC
פּאָטשטערס	NOUN.MASC.PL
פּאָטשטער	NOUN.MASC
פּאָטשטטרעגער	NOUN.MASC
פּאָטשטטרעגערס	NOUN.MASC.PL
פּאָװעטינע	NOUN.FEM
פּאָװעטינעס	NOUN.FEM.PL
פּאָװידלע	NOUN.FEM
פּאָװידלעס	NOUN.FEM.PL
פּאָװטערנע	ADV
פּאָװיערענעס	?.PL
פּױעסטו	V.2.SG
געפּױעט	PART
אָנפּױענדיק	PRES.PTCP
פּױענדיק	V.PRES.PTCP
אָנגעפּױעט	UNK1
אָנפּױען	V.INF
פּױעסט	V.2.SG
אָנצופּױען	V.INF
פּױערלעך	NOUN.DIM.PL
פּױערש	ADJ
פּױער	NOUN.MASC
פּױערן	NOUN.PL
פּױערל	NOUN.DIM.SG
פּױערעלעך	NOUN.DIM.PL
פּױערים	NOUN.PL
פּױעריש	ADJ
פּױערעלע	NOUN.DIM.SG
פּױערטעס	NOUN.PL
פּױערטע	NOUN
פּײַקלעך	NOUN.DIM.PL
אױספּױקנדיק	PRES.PTCP
פּײַקעלע	NOUN.DIM.SG
געפּױקט	PART
אױספּױקן	V.INF
אױסצופּױקן	V.INF
פּױקסטו	V.2.SG
אױסגעפּױקט	UNK1
פּױק	NOUN.FEM
פּײַקל	NOUN.DIM.SG
פּױקנדיק	V.PRES.PTCP
פּױקסט	V.2.SG
פּײַקעלעך	NOUN.DIM.PL
פּױקער	NOUN.MASC?
פּױקנקלאַנגען	NOUN.PL
פּױקנקלאַנג	NOUN.MASC
פּועלסט	V.2.SG
פּועל	NOUN.MASC
אױסצופּױלן	V.INF
געפּועלט	PART
פּױלנדיק	V.PRES.PTCP
אױספּױלנדיק	PRES.PTCP
פּועלסטו	V.2.SG
אױספּױלן	V.INF
בע{ב}פּועל	ADV
אױסגעפּועלט	UNK1
בע{ב}פּועל־יוצא	ADV
פּועל־יוצא	NOUN.MASC
פּױלן	NOUN.NEUT
פּױפּסן	NOUN.PL
פּױפּס	NOUN.MASC
פּױפּסטן	NOUN.PL
פּױפּסט	NOUN
פּוסקים	NOUN.PL
פּותר־חלום	V
אָנפּױשן	V.INF
פּױשיק	ADJ
אָנגעפּױשט	UNK1
אָנפּױשנדיק	PRES.PTCP
פּױש	NOUN.MASC
פּױשסטו	V.2.SG
פּױשנדיק	V.PRES.PTCP
אָנצופּױשן	V.INF
פּױשסט	V.2.SG
געפּױשט	PART
פּותּיקי	NOUN.FEM
פּותּיקות	NOUN.PL
פּותּיקי	NOUN.FEM
געפּױזעט	PART
פּױזעסטו	V.2.SG
פּױזענדיק	V.PRES.PTCP
פּױזעס	NOUN.FEM.PL
אַרײַנפּױזענדיק	PRES.PTCP
אַרײַנפּױזען	V.INF
אַרײַנגעפּױזעט	UNK1
פּױזע	NOUN.FEM
אַרײַנצופּױזען	V.INF
פּױזעסט	V.2.SG
פּאָזעס	NOUN.FEM.PL
פּאָזע	NOUN.FEM
פּאָזעמקע	NOUN.FEM
פּאָזעמקעס	NOUN.FEM.PL
פּאָזשעמקע	NOUN.FEM
פּאָזשעמקעס	NOUN.FEM.PL
פּאָזירנדיק	V.PRES.PTCP
פּאָזירסט	V.2.SG
פּאָזירסטו	V.2.SG
פּאָזיטיװ	ADJ.SG.PRED
פּאָזיציע	NOUN.FEM
פּאָזיציעס	NOUN.FEM.PL
פּאָיעזד	NOUN.MASC
פּראַגמאַטיזם	NOUN.MASC
פּראַגמאַטיזמען	NOUN.PL
פּראַקעס	NOUN.PL
געפּראַכט	PART
פּראַכסט	V.2.SG
פּראַכסטו	V.2.SG
פּראַכנדיק	V.PRES.PTCP
פּראַקטיקאַנט	NOUN.MASC
פּראַקטיקאַנטן	NOUN.PL
פּראַקטיקאַנטקעס	NOUN.PL
פּראַקטיקאַנטקע	NOUN
פּראַקטיקע	NOUN.FEM
פּראַקטיקעס	NOUN.FEM.PL
פּראַקטיסטירנדיק	V.PRES.PTCP
פּראַקטיסטירסט	V.2.SG
פּראַקטיצירט	PART
פּראַקטיסטירסטו	V.2.SG
אַרײַנגעפּראַלט	UNK1
אױפֿפּראַלנדיק	PRES.PTCP
צוריקפּראַלן	V.INF
פּראַלסטו	V.2.SG
אױסצופּראַלן	V.INF
אױספּראַלן	V.INF
פּראַלסט	V.2.SG
אַרײַנפּראַלנדיק	PRES.PTCP
אַרײַנפּראַלן	V.INF
אַרײַנצופּראַלן	V.INF
אױפֿצופּראַלן	V.INF
פּראַלנדיק	V.PRES.PTCP
אױסגעפּראַלט	UNK1
צוריקפּראַלנדיק	PRES.PTCP
אױפֿגעפּראַלט	UNK1
געפּראַלט	PART
צוריקצופּראַלן	V.INF
צוריקגעפּראַלט	UNK1
אױספּראַלנדיק	PRES.PTCP
אױפֿפּראַלן	V.INF
פּראַלנע	NOUN.FEM?
פּראַלניקעס	NOUN.PL
פּראַלניק	NOUN.MASC
פּרטים	NOUN.PL
פּרט	NOUN.MASC
פּרטל	NOUN.DIM.SG
פּרטעלעך	NOUN.DIM.PL
פּרטעלע	NOUN.DIM.SG
פּרטלעך	NOUN.DIM.PL
פּראַצע	NOUN.FEM
פּראַצעװעסטו	V.2.SG
געפּראַצעװעט	PART
פּראַצעװענדיק	V.PRES.PTCP
פּראַצעװעסט	V.2.SG
פּראַטש	NOUN.MASC
פּראַטשן	NOUN.PL
פּראַטשענדיק	V.PRES.PTCP
פּראַטשעסטו	V.2.SG
געפּראַטשעט	PART
פּראַטשעסט	V.2.SG
פּראַטשקעס	NOUN.FEM.PL
פּראַטשקע	NOUN.FEM
פּראַװעסטו	V.2.SG
פּראַװעסט	V.2.SG
אױספּראַװען	V.INF
אױסגעפּראַװעט	UNK1
פּראַװענדיק	V.PRES.PTCP
געפּראַװעט	PART
אױספּראַװענדיק	PRES.PTCP
אױסצופּראַװען	V.INF
פּראַװאָסלאַװיע	NOUN.FEM
פּראַװאָזשיטעלסטװעס	?.PL
געפּרײַכט	PART
פּרײַכסט	V.2.SG
פּרײַכסטו	V.2.SG
פּרײַכנדיק	V.PRES.PTCP
פּרײַמעריס	NOUN.PL
פּרײַמערי	NOUN.FEM?
פּרײַסיש	ADJ
פּרײַסן	NOUN.MASC
פּרײַסיע	NOUN.MASC
פּרײַזן	NOUN.PL
פּרײַז	NOUN.MASC
פּראַזעאָדימיום	NOUN.MASC
פּרעדיקסטו	V.2.SG
פּרעדיקסט	V.2.SG
פּרעדיקנדיק	V.PRES.PTCP
געפּרעדיקט	PART
פּרעדיקונג	NOUN
פּרעדיקונגען	NOUN.PL
פּרעדיספּאָזיציע	NOUN.FEM
פּרעדיספּאָזיציעס	NOUN.FEM.PL
פּרעדסיעטדאַטעל	NOUN.MASC
פּרעדסיעטדאַטעלעס	NOUN.PL
פּרעפֿערענץ	NOUN.FEM
פּרעפֿערענצן	NOUN.PL
פּרעפֿערירסטו	V.2.SG
פּרעפֿערירסט	V.2.SG
פּרעפֿערירנדיק	V.PRES.PTCP
פּרעפֿיקסן	NOUN.PL
פּרעפֿיקס	NOUN.MASC
אױסצופּרעגלען	V.INF
אײַנצופּרעגלען	V.INF
אָפּגעפּרעגלט	UNK1
אײַנגעפּרעגלט	UNK1
פּרעגלסט	V.2.SG
אױסגעפּרעגלט	UNK1
אײַנפּרעגלענדיק	PRES.PTCP
אײַנפּרעגלען	V.INF
אָנפּרעגלענדיק	PRES.PTCP
אָפּפּרעגלענדיק	PRES.PTCP
אָנגעפּרעגלט	UNK1
פּרעגלענדיק	V.PRES.PTCP
געפּרעגלט	PART
אױספּרעגלענדיק	PRES.PTCP
פּרעגלסטו	V.2.SG
אָפּצופּרעגלען	V.INF
אָפּפּרעגלען	V.INF
אָנצופּרעגלען	V.INF
אָנפּרעגלען	V.INF
אױספּרעגלען	V.INF
